Site,year,Experiment,plotID,treatment,Replicate,block,Row,Column,Accession,Code_ID,Variety_ID,plant.height,tassel.height,ear.height,anthesis,silking,anthesis.silking.interval,grain.number,grain.yield,grain.weight
Murony,2013,Mur13W,400673,watered,1,16,4,12,DK78371A_H,3056,DK78371A,272,NA,120,66.243252045,69.2778139489,-3.0345619039,2546.4538738875,7.1874102746,282.2517363572
Murony,2013,Mur13W,400672,watered,1,16,4,13,NS701_H,3218,NS701,247,NA,132,63.401277574,64.8642032369,-1.4629256629,2591.5127955944,7.4008977085,285.582140326
Murony,2013,Mur13W,400671,watered,1,16,4,14,Lo1094_H,3182,Lo1094,240,NA,122,64.8642032369,66.243252045,-1.379048808,3443.3012140019,9.0020534627,261.4367115521
Murony,2013,Mur13W,400670,watered,1,28,4,15,Lo1056_H,3179,Lo1056,240,NA,125,69.2778139489,72.5235219063,-3.2457079574,2828.5064256287,6.5469479729,231.4630758327
Murony,2013,Mur13W,400669,watered,1,28,4,16,Lo1261_H,3198,Lo1261,255,NA,122,63.401277574,66.243252045,-2.841974471,4048.5829959514,10.8878591288,268.9301204819
Murony,2013,Mur13W,400668,watered,1,28,4,17,F908_H,3149,F908,268,NA,132,60.5685845381,63.401277574,-2.8326930359,2665.3563238929,6.369041778,238.9564847626
Murony,2013,Mur13W,400667,watered,1,28,4,18,LH65_H,3174,LH65,255,NA,125,66.243252045,69.2778139489,-3.0345619039,3128.3168538071,7.9701975322,254.7759036145
Murony,2013,Mur13W,400666,watered,1,28,4,19,A374_H,3017,A374,255,NA,138,64.8642032369,67.7330179755,-2.8688147386,3669.9941280094,8.0057787712,218.1414599575
Murony,2013,Mur13W,400665,watered,1,28,4,20,LAN496_H,3034,LAN496,255,NA,152,63.401277574,69.2778139489,-5.8765363749,2226.4060725599,5.3016046085,238.1238837704
Murony,2013,Mur13W,400664,watered,1,28,4,21,UH_P087_H,3243,UH_P087,233,NA,122,59.2242133829,60.5685845381,-1.3443711552,2598.3961169146,7.0095040797,269.7627214741
Murony,2013,Mur13W,400685,watered,1,5,5,1,PHK76_H,3091,PHK76,255,NA,132,63.401277574,64.8642032369,-1.4629256629,3173.5194457088,8.9308909848,281.419135365
Murony,2013,Mur13W,400686,watered,1,5,5,2,Lo1284_H,3205,Lo1284,257,NA,105,64.8642032369,67.7330179755,-2.8688147386,3272.5032725033,9.0732159407,277.256130404
Murony,2013,Mur13W,400687,watered,1,5,5,3,F7082_H,3145,F7082,252,NA,135,63.401277574,66.243252045,-2.841974471,2586.2307415706,6.6536916898,257.2737065911
Murony,2013,Mur13W,400688,watered,1,5,5,4,Lo1253_H,3197,Lo1253,285,NA,143,63.401277574,66.243252045,-2.841974471,4234.2978122795,11.5283214305,272.2605244507
Murony,2013,Mur13W,400689,watered,1,5,5,5,Lo1270_H,3200,Lo1270,253,NA,127,67.7330179755,70.9031411312,-3.1701231556,1872.3379927393,4.6611423068,248.947696669
Murony,2013,Mur13W,400690,watered,1,5,5,6,UH304_H,3250,UH304,227,NA,103,59.2242133829,60.5685845381,-1.3443711552,2947.2443265547,7.1162477966,241.4542877392
Murony,2013,Mur13W,400691,watered,1,5,5,7,PHG84_H,3227,PHG84,267,NA,117,67.7330179755,69.2778139489,-1.5447959734,3750.2180359323,9.1799596576,244.784691708
Murony,2013,Mur13W,400692,watered,1,17,5,8,W604S_H,3254,W604S,260,NA,140,64.8642032369,66.243252045,-1.379048808,2796.4205816555,6.9383416017,248.1150956768
Murony,2013,Mur13W,400693,watered,1,17,5,9,SC-Malawi_H,3235,SC-Malawi,270,NA,145,67.7330179755,67.7330179755,0,2601.2634708287,6.9739228407,268.0975194897
Murony,2013,Mur13W,400694,watered,1,17,5,10,Lo1095_H,3183,Lo1095,247,NA,132,66.243252045,69.2778139489,-3.0345619039,3614.1636141636,9.4788420651,262.2693125443
Murony,2013,Mur13W,400695,watered,1,17,5,11,Lo1123_H,3186,Lo1123,245,NA,125,61.9461105814,63.401277574,-1.4551669926,3247.8632478633,8.7885660288,270.5953224663
Murony,2013,Mur13W,400696,watered,1,17,5,12,H99_H,3155,H99,240,NA,100,63.401277574,66.243252045,-2.841974471,3322.2591362126,8.326009922,250.6128986534
Murony,2013,Mur13W,400697,watered,1,17,5,13,11430_H,3101,11430,230,NA,118,60.5685845381,63.401277574,-2.8326930359,2079.7720797721,5.1948608915,249.7802976612
Murony,2013,Mur13W,400698,watered,1,17,5,14,F7058_H,3143,F7058,227,NA,115,63.401277574,66.243252045,-2.841974471,1849.9397694029,4.5899798288,248.1150956768
Murony,2013,Mur13W,400699,watered,1,29,5,15,B84_H,3009,B84,257,NA,142,63.401277574,66.243252045,-2.841974471,2763.7033625058,7.6855476203,278.0887313962
Murony,2013,Mur13W,400700,watered,1,29,5,16,F924_H,3043,F924,267,NA,137,63.401277574,63.401277574,0,3626.8556005398,9.1799596576,253.1107016301
Murony,2013,Mur13W,400701,watered,1,29,5,17,PHG47_H,3082,PHG47,233,NA,107,60.5685845381,63.401277574,-2.8326930359,2201.0690907012,5.4795108034,248.947696669
Murony,2013,Mur13W,400702,watered,1,29,5,18,EZ47_H,3006,EZ47,248,NA,135,63.401277574,64.8642032369,-1.4629256629,3022.7225349177,7.2229915136,238.9564847626
Murony,2013,Mur13W,400703,watered,1,29,5,19,Mo17_H,3046,Mo17,247,NA,125,66.243252045,69.2778139489,-3.0345619039,2798.1277981278,7.8278725763,279.7539333806
Murony,2013,Mur13W,400704,watered,1,29,5,20,EP2008-22_H,3121,EP2008-22,252,NA,115,60.5685845381,63.401277574,-2.8326930359,2329.8321491093,6.4402042559,276.4235294118
Murony,2013,Mur13W,400705,watered,1,29,5,21,UH250_H,3026,UH250,235,NA,125,59.2242133829,60.5685845381,-1.3443711552,2644.8397783903,6.7604354068,255.6085046067
Murony,2013,Mur13W,400726,watered,1,6,6,1,Lo1290_H,3207,Lo1290,262,NA,112,64.8642032369,67.7330179755,-2.8688147386,4072.7356163598,10.1050718712,248.1150956768
Murony,2013,Mur13W,400725,watered,1,6,6,2,I242_H,3166,I242,272,NA,160,67.7330179755,69.2778139489,-1.5447959734,1977.0660340055,4.6255610678,233.9608788094
Murony,2013,Mur13W,400724,watered,1,6,6,3,EC140_H,3114,EC140,265,NA,142,60.5685845381,66.243252045,-5.6746675069,3532.9692369404,8.1481037271,230.6304748405
Murony,2013,Mur13W,400723,watered,1,6,6,4,PHB09_H,3083,PHB09,268,NA,145,64.8642032369,66.243252045,-1.379048808,2664.3452569379,7.1874102746,269.7627214741
Murony,2013,Mur13W,400722,watered,1,6,6,5,EZ18_H,3125,EZ18,272,NA,152,67.7330179755,70.9031411312,-3.1701231556,3354.4710964066,7.7922913373,232.2956768249
Murony,2013,Mur13W,400721,watered,1,6,6,6,PHG83_H,3051,PHG83,260,NA,122,63.401277574,66.243252045,-2.841974471,2775.0027750028,7.1162477966,256.4411055989
Murony,2013,Mur13W,400720,watered,1,6,6,7,N16_H,3212,N16,275,NA,155,67.7330179755,70.9031411312,-3.1701231556,3125.6622165713,6.2978793,201.4894401134
Murony,2013,Mur13W,400719,watered,1,18,6,8,F894_H,3010,F894,258,NA,125,66.243252045,67.7330179755,-1.4897659305,3524.5396070138,8.5394973559,242.2868887314
Murony,2013,Mur13W,400718,watered,1,18,6,9,Lo1101_H,3184,Lo1101,252,NA,113,63.401277574,66.243252045,-2.841974471,3583.3731485905,9.6069345254,268.0975194897
Murony,2013,Mur13W,400717,watered,1,18,6,10,Lo1063_H,3180,Lo1063,232,NA,127,69.2778139489,69.2778139489,0,3180.2822500497,7.9701975322,250.6128986534
Murony,2013,Mur13W,400716,watered,1,18,6,11,DKFAPW_H,3111,DKFAPW,245,NA,117,63.401277574,67.7330179755,-4.3317404015,2729.4279119097,6.226716822,228.1326718639
Murony,2013,Mur13W,400715,watered,1,18,6,12,PH207_H,3002,PH207,233,NA,103,60.5685845381,63.401277574,-2.8326930359,2235.1551956815,5.6574169983,253.1107016301
Murony,2013,Mur13W,400714,watered,1,18,6,13,Lo1280_H,3203,Lo1280,253,NA,118,67.7330179755,70.9031411312,-3.1701231556,2608.3513821933,7.9701975322,305.5645641389
Murony,2013,Mur13W,400713,watered,1,18,6,14,UH_P104_H,3244,UH_P104,233,NA,108,57.7285289574,60.5685845381,-2.8400555806,2422.5597474005,6.333460539,261.4367115521
Murony,2013,Mur13W,400712,watered,1,30,6,15,Va26_H,3251,Va26,282,NA,127,63.401277574,67.7330179755,-4.3317404015,2315.9636062862,5.9776481492,258.1063075833
Murony,2013,Mur13W,400711,watered,1,30,6,16,EC242C_H,3118,EC242C,237,NA,122,56.2409360064,59.2242133829,-2.9832773765,2306.5214846037,5.6076032637,243.1194897236
Murony,2013,Mur13W,400710,watered,1,30,6,17,Oh02_H,3025,Oh02,255,NA,157,72.5235219063,75.6328773021,-3.1093553958,1602.5641025641,3.9495175271,246.4498936924
Murony,2013,Mur13W,400709,watered,1,30,6,18,NK807_H,3216,NK807,237,NA,112,60.5685845381,63.401277574,-2.8326930359,2646.1764872361,6.6536916898,251.4454996456
Murony,2013,Mur13W,400708,watered,1,30,6,19,B113_H,3059,B113,240,NA,132,64.8642032369,69.2778139489,-4.413610712,3102.0031020031,6.6892729288,215.6436569809
Murony,2013,Mur13W,400707,watered,1,30,6,20,UH_P115_H,3245,UH_P115,232,NA,133,60.5685845381,63.401277574,-2.8326930359,3069.0030690031,6.6181104509,215.6436569809
Murony,2013,Mur13W,400706,watered,1,30,6,21,Lo1242_H,3195,Lo1242,235,NA,110,66.243252045,67.7330179755,-1.4897659305,3377.8596652848,9.3934470915,278.0887313962
Murony,2013,Mur13W,400727,watered,1,7,7,1,B108_H,3074,B108,285,NA,150,64.8642032369,66.243252045,-1.379048808,3012.0481927711,8.326009922,276.4235294118
Murony,2013,Mur13W,400728,watered,1,7,7,2,Lo1016_H,3175,Lo1016,277,NA,168,69.2778139489,69.2778139489,0,3249.0340709519,7.8990350542,243.1194897236
Murony,2013,Mur13W,400729,watered,1,7,7,3,EZ38_H,3129,EZ38,275,NA,152,64.8642032369,69.2778139489,-4.413610712,2757.9803937631,7.1874102746,260.6041105599
Murony,2013,Mur13W,400730,watered,1,7,7,4,UH_S020_H,3248,UH_S020,270,NA,165,66.243252045,66.243252045,0,3191.4310760465,8.2904286831,259.7715095677
Murony,2013,Mur13W,400731,watered,1,7,7,5,Lo904_H,3210,Lo904,265,NA,135,66.243252045,66.243252045,0,3572.8821443107,8.745868542,244.784691708
Murony,2013,Mur13W,400732,watered,1,7,7,6,F04402_H,3135,F04402,277,NA,122,61.9461105814,64.8642032369,-2.9180926556,3083.5764368699,8.5750785949,278.0887313962
Murony,2013,Mur13W,400733,watered,1,7,7,7,EP67_H,3122,EP67,243,NA,118,59.2242133829,61.9461105814,-2.7218971985,2394.3747348003,5.6218357593,234.7934798016
Murony,2013,Mur13W,400734,watered,1,19,7,8,B100_H,3019,B100,242,NA,113,60.5685845381,66.243252045,-5.6746675069,3312.3354922663,7.9701975322,240.621686747
Murony,2013,Mur13W,400735,watered,1,19,7,9,PHG80_H,3226,PHG80,252,NA,127,64.8642032369,66.243252045,-1.379048808,3381.2341504649,7.6855476203,227.3000708717
Murony,2013,Mur13W,400736,watered,1,19,7,10,EZ42_H,3130,EZ42,253,NA,127,63.401277574,67.7330179755,-4.3317404015,3009.0591888345,6.6892729288,222.3044649185
Murony,2013,Mur13W,400737,watered,1,19,7,11,LH82_H,3072,LH82,253,NA,133,63.401277574,63.401277574,0,2899.8778998779,6.0843918661,209.8154500354
Murony,2013,Mur13W,400738,watered,1,19,7,12,Lo1087_H,3181,Lo1087,265,NA,132,67.7330179755,69.2778139489,-1.5447959734,3914.0506430226,10.460884261,267.2649184975
Murony,2013,Mur13W,400739,watered,1,19,7,13,EA1027_H,3120,EA1027,257,NA,132,69.2778139489,70.9031411312,-1.6253271823,1024.5625387581,2.7041741627,263.9345145287
Murony,2013,Mur13W,400740,watered,1,19,7,14,Lo1180_H,3190,Lo1180,240,NA,118,61.9461105814,64.8642032369,-2.9180926556,3146.7282271141,8.1481037271,258.9389085755
Murony,2013,Mur13W,400741,watered,1,31,7,15,Lo1203_H,3193,Lo1203,242,NA,113,66.243252045,67.7330179755,-1.4897659305,3994.4782212824,9.6780970034,242.2868887314
Murony,2013,Mur13W,400742,watered,1,31,7,16,B98_H,3079,B98,275,NA,135,64.8642032369,69.2778139489,-4.413610712,3373.8191632929,7.4720601864,221.4718639263
Murony,2013,Mur13W,400743,watered,1,31,7,17,P465P_H,3220,P465P,265,NA,133,63.401277574,66.243252045,-2.841974471,3052.5030525031,7.4720601864,244.784691708
Murony,2013,Mur13W,400744,watered,1,31,7,18,SGI061_H,3256,SGI061,267,NA,152,63.401277574,66.243252045,-2.841974471,3018.250543003,7.6143851424,252.2781006378
Murony,2013,Mur13W,400745,watered,1,31,7,19,B110_H,3105,B110,260,NA,133,64.8642032369,66.243252045,-1.379048808,3894.2854642513,9.5001908085,243.9520907158
Murony,2013,Mur13W,400746,watered,1,31,7,20,NC290_H,3031,NC290,265,NA,112,66.243252045,67.7330179755,-1.4897659305,3433.5396404362,8.2904286831,241.4542877392
Murony,2013,Mur13W,400747,watered,1,31,7,21,LH60_H,3173,LH60,255,NA,123,66.243252045,67.7330179755,-1.4897659305,3592.0152199222,9.0020534627,250.6128986534
Murony,2013,Mur13W,400768,watered,1,8,8,1,Lo1223_H,3194,Lo1223,283,NA,150,64.8642032369,66.243252045,-1.379048808,5449.8347181274,13.0227334678,238.9564847626
Murony,2013,Mur13W,400767,watered,1,8,8,2,B104_H,3029,B104,273,NA,125,64.8642032369,69.2778139489,-4.413610712,2921.2909809925,8.1481037271,278.9213323884
Murony,2013,Mur13W,400766,watered,1,8,8,3,Lo1251_H,3196,Lo1251,265,NA,163,66.243252045,69.2778139489,-3.0345619039,4344.7293447294,10.8522778898,249.7802976612
Murony,2013,Mur13W,400765,watered,1,8,8,4,PHG71_H,3225,PHG71,258,NA,133,60.5685845381,64.8642032369,-4.2956186989,2488.3695769772,6.5469479729,263.1019135365
Murony,2013,Mur13W,400764,watered,1,8,8,5,IDT_H,3169,IDT,263,NA,118,66.243252045,69.2778139489,-3.0345619039,3075.9145803394,8.6818223119,282.2517363572
Murony,2013,Mur13W,400763,watered,1,8,8,6,W23_H,3045,W23,268,NA,143,66.243252045,67.7330179755,-1.4897659305,2855.0645571922,5.5862545203,195.661233168
Murony,2013,Mur13W,400762,watered,1,8,8,7,EZ11A_H,3020,EZ11A,295,NA,143,66.243252045,66.243252045,0,3924.361767499,9.9983281542,254.7759036145
Murony,2013,Mur13W,400761,watered,1,20,8,8,HMV5502_H,3160,HMV5502,278,NA,148,66.243252045,69.2778139489,-3.0345619039,3800.3134888948,9.1443784187,240.621686747
Murony,2013,Mur13W,400760,watered,1,20,8,9,UH_2500_H,3236,UH_2500,258,NA,130,66.243252045,63.401277574,2.841974471,2651.4442572837,6.0488106271,228.1326718639
Murony,2013,Mur13W,400759,watered,1,20,8,10,EA1163_H,3070,EA1163,270,NA,135,60.5685845381,63.401277574,-2.8326930359,2247.5466919911,5.0525359356,224.8022678951
Murony,2013,Mur13W,400758,watered,1,20,8,11,Lo1026_H,3176,Lo1026,265,NA,135,59.2242133829,66.243252045,-7.0190386621,3806.7734313468,9.2867033746,243.9520907158
Murony,2013,Mur13W,400757,watered,1,20,8,12,UH_P148_H,3246,UH_P148,245,NA,115,63.401277574,60.5685845381,2.8326930359,3028.7942909302,7.7922913373,257.2737065911
Murony,2013,Mur13W,400756,watered,1,20,8,13,LH123Ht_H,3170,LH123Ht,255,NA,140,57.7285289574,69.2778139489,-11.5492849915,3500.9861932939,7.5788039034,216.4762579731
Murony,2013,Mur13W,400755,watered,1,20,8,14,W602S_H,3063,W602S,253,NA,113,66.243252045,67.7330179755,-1.4897659305,2897.5653975654,6.369041778,219.8066619419
Murony,2013,Mur13W,400754,watered,1,32,8,15,ML606_H,3080,ML606,255,NA,123,63.401277574,63.401277574,0,3071.1727959434,8.361591161,272.2605244507
Murony,2013,Mur13W,400753,watered,1,32,8,16,NS501_H,3265,NS501,263,NA,133,61.9461105814,63.401277574,-1.4551669926,3022.0731155311,8.0769412492,267.2649184975
Murony,2013,Mur13W,400752,watered,1,32,8,17,UH_6179_H,3238,UH_6179,258,NA,133,60.5685845381,60.5685845381,0,2908.7400055142,7.5076414254,258.1063075833
Murony,2013,Mur13W,400751,watered,1,32,8,18,MS71_H,3096,MS71,248,NA,120,59.2242133829,66.243252045,-7.0190386621,2608.0945198592,5.9064856712,226.4674698795
Murony,2013,Mur13W,400750,watered,1,32,8,19,EP52_H,3014,EP52,268,NA,155,63.401277574,66.243252045,-2.841974471,3099.6095810911,8.361591161,269.7627214741
Murony,2013,Mur13W,400749,watered,1,32,8,20,UH_6102_H,3237,UH_6102,250,NA,103,66.243252045,61.9461105814,4.2971414636,3001.8040398663,7.2229915136,240.621686747
Murony,2013,Mur13W,400748,watered,1,32,8,21,NC358_H,3099,NC358,265,NA,148,59.2242133829,69.2778139489,-10.0536005661,4320.8124388936,9.7492594814,225.6348688873
Murony,2013,Mur13W,400770,watered,1,9,9,2,B106_H,3066,B106,273,NA,155,66.243252045,69.2778139489,-3.0345619039,3266.1782661783,7.6143851424,233.1282778172
Murony,2013,Mur13W,400771,watered,1,9,9,3,F816_H,3264,F816,268,NA,128,59.2242133829,60.5685845381,-1.3443711552,2651.0212950891,6.5113667339,245.6172927002
Murony,2013,Mur13W,400772,watered,1,9,9,4,I238_H,3165,I238,273,NA,143,64.8642032369,69.2778139489,-4.413610712,4557.2916666667,9.7136782424,213.1458540043
Murony,2013,Mur13W,400773,watered,1,9,9,5,A554_H,3221,A554,245,NA,118,57.7285289574,60.5685845381,-2.8400555806,2549.1078122657,6.0488106271,237.2912827782
Murony,2013,Mur13W,400774,watered,1,9,9,6,FR19_H,3018,FR19,233,NA,108,64.8642032369,66.243252045,-1.379048808,1383.5085777532,3.2023115085,231.4630758327
Murony,2013,Mur13W,400775,watered,1,9,9,7,CR1Ht_H,3107,CR1Ht,238,NA,113,57.7285289574,60.5685845381,-2.8400555806,2604.8026048026,6.8315978848,262.2693125443
Murony,2013,Mur13W,400776,watered,1,21,9,8,EP72_H,3123,EP72,253,NA,130,69.2778139489,69.2778139489,0,2101.4339196157,4.234167439,201.4894401134
Murony,2013,Mur13W,400777,watered,1,21,9,9,UH_S018_H,3247,UH_S018,260,NA,143,60.5685845381,66.243252045,-5.6746675069,3905.3746918916,8.6818223119,222.3044649185
Murony,2013,Mur13W,400778,watered,1,21,9,10,PB116_H,3062,PB116,255,NA,140,66.243252045,66.243252045,0,2592.9127052723,5.7641607153,222.3044649185
Murony,2013,Mur13W,400779,watered,1,21,9,11,B109_H,3104,B109,273,NA,158,66.243252045,66.243252045,0,3294.4351829801,8.8597285068,268.9301204819
Murony,2013,Mur13W,400780,watered,1,21,9,12,A3_H,3102,A3,263,NA,128,60.5685845381,66.243252045,-5.6746675069,3441.0034410034,8.8241472678,256.4411055989
Murony,2013,Mur13W,400781,watered,1,21,9,13,W9_H,3047,W9,238,NA,108,63.401277574,66.243252045,-2.841974471,1723.1872070582,3.5581238983,206.4850460666
Murony,2013,Mur13W,400782,watered,1,21,9,14,F7028_H,3015,F7028,248,NA,128,63.401277574,63.401277574,0,3491.9684725132,7.4720601864,213.9784549965
Murony,2013,Mur13W,400783,watered,1,33,9,15,UH_P128_H,3075,UH_P128,243,NA,115,59.2242133829,61.9461105814,-2.7218971985,3314.9612588865,8.8597285068,267.2649184975
Murony,2013,Mur13W,400784,watered,1,33,9,16,EC232_H,3033,EC232,218,NA,105,60.5685845381,63.401277574,-2.8326930359,1489.707475623,3.5225426593,236.458681786
Murony,2013,Mur13W,400785,watered,1,33,9,17,I261_H,3167,I261,245,NA,140,64.8642032369,70.9031411312,-6.0389378942,2709.2404450895,5.9776481492,220.6392629341
Murony,2013,Mur13W,400786,watered,1,33,9,18,B97_H,3027,B97,265,NA,138,64.8642032369,66.243252045,-1.379048808,3079.0465573074,8.2548474441,268.0975194897
Murony,2013,Mur13W,400787,watered,1,33,9,19,DK78010_H,3110,DK78010,258,NA,143,63.401277574,63.401277574,0,2931.5196998124,8.0057787712,273.0931254429
Murony,2013,Mur13W,400788,watered,1,33,9,20,Pa405_H,3023,Pa405,255,NA,153,63.401277574,64.8642032369,-1.4629256629,2647.8967655438,5.6218357593,212.313253012
Murony,2013,Mur13W,400789,watered,1,33,9,21,F7019_H,3142,F7019,243,NA,128,57.7285289574,60.5685845381,-2.8400555806,2787.6832512594,7.0095040797,251.4454996456
Murony,2013,Mur13W,400769,watered,1,9,10,1,F7057_H,3144,F7057,253,NA,138,63.401277574,66.243252045,-2.841974471,3602.5786879029,8.7885660288,243.9520907158
Murony,2013,Mur13W,400809,watered,1,10,10,2,F888_H,3148,F888,263,NA,115,59.2242133829,63.401277574,-4.1770641911,3282.7610682282,7.8990350542,240.621686747
Murony,2013,Mur13W,400808,watered,1,10,10,3,Pa36_H,3208,Pa36,238,NA,148,63.401277574,64.8642032369,-1.4629256629,2230.4693357325,4.234167439,189.8330262225
Murony,2013,Mur13W,400807,watered,1,10,10,4,EC169_H,3116,EC169,243,NA,150,59.2242133829,63.401277574,-4.1770641911,2344.4919278253,5.6218357593,239.7890857548
Murony,2013,Mur13W,400806,watered,1,10,10,5,I233_H,3164,I233,278,NA,158,69.2778139489,74.1427977433,-4.8649837944,3669.170335837,9.0732159407,247.2824946846
Murony,2013,Mur13W,400805,watered,1,10,10,6,F1890_H,3016,F1890,258,NA,128,60.5685845381,64.8642032369,-4.2956186989,3392.3693717508,8.2192662051,242.2868887314
Murony,2013,Mur13W,400804,watered,1,10,10,7,PHZ51_H,3234,PHZ51,288,NA,155,66.243252045,67.7330179755,-1.4897659305,3563.5735961469,9.1087971797,255.6085046067
Murony,2013,Mur13W,400803,watered,1,22,10,8,EC136_H,3087,EC136,253,NA,113,57.7285289574,63.401277574,-5.6727486166,3025.3696920364,7.9346162932,262.2693125443
Murony,2013,Mur13W,400802,watered,1,22,10,9,PHG86_H,3055,PHG86,263,NA,138,64.8642032369,66.243252045,-1.379048808,3337.8023574102,8.503916117,254.7759036145
Murony,2013,Mur13W,400801,watered,1,22,10,10,Oh40B_H,3219,Oh40B,260,NA,128,64.8642032369,67.7330179755,-2.8688147386,2499.5968392195,6.6181104509,264.7671155209
Murony,2013,Mur13W,400800,watered,1,22,10,11,Mo15W_H,3211,Mo15W,273,NA,153,66.243252045,67.7330179755,-1.4897659305,3536.2223860626,9.2155408966,260.6041105599
Murony,2013,Mur13W,400799,watered,1,22,10,12,NQ508_H,3217,NQ508,258,NA,145,63.401277574,64.8642032369,-1.4629256629,3121.9612057935,8.6818223119,278.0887313962
Murony,2013,Mur13W,400798,watered,1,22,10,13,UH_P064_H,3241,UH_P064,205,NA,118,66.243252045,66.243252045,0,980.8042594928,2.4906867288,253.9433026223
Murony,2013,Mur13W,400797,watered,1,22,10,14,EZ31_H,3126,EZ31,268,NA,123,63.401277574,66.243252045,-2.841974471,2709.3458466008,6.9027603627,254.7759036145
Murony,2013,Mur13W,400796,watered,1,34,10,15,Lo1106_H,3185,Lo1106,248,NA,148,66.243252045,67.7330179755,-1.4897659305,3261.0124917817,8.8241472678,270.5953224663
Murony,2013,Mur13W,400795,watered,1,34,10,16,D09_H,3108,D09,258,NA,133,56.2409360064,59.2242133829,-2.9832773765,2797.2027972028,6.404623017,228.9652728561
Murony,2013,Mur13W,400794,watered,1,34,10,17,F608_H,3140,F608,273,NA,125,63.401277574,64.8642032369,-1.4629256629,3270.6964114906,7.5432226644,230.6304748405
Murony,2013,Mur13W,400793,watered,1,34,10,18,F1808_H,3022,F1808,273,NA,143,63.401277574,64.8642032369,-1.4629256629,3215.4340836013,8.326009922,258.9389085755
Murony,2013,Mur13W,400792,watered,1,34,10,19,Lo1172_H,3189,Lo1172,268,NA,135,64.8642032369,66.243252045,-1.379048808,3541.2839151157,9.4646095695,267.2649184975
Murony,2013,Mur13W,400791,watered,1,34,10,20,FP1_H,3151,FP1,253,NA,138,60.5685845381,64.8642032369,-4.2956186989,2634.3519494204,6.404623017,243.1194897236
Murony,2013,Mur13W,400790,watered,1,34,10,21,Pa91_H,3089,Pa91,258,NA,143,69.2778139489,70.9031411312,-1.6253271823,3063.1761400992,7.2941539915,238.1238837704
Murony,2013,Mur13W,400810,watered,1,10,11,1,W64A_H,3004,W64A,243,NA,118,60.5685845381,64.8642032369,-4.2956186989,3319.2266201975,8.5394973559,257.2737065911
Murony,2013,Mur13W,400812,watered,1,11,11,2,EZ36_H,3128,EZ36,265,NA,148,63.401277574,67.7330179755,-4.3317404015,3608.0797326472,8.6818223119,240.621686747
Murony,2013,Mur13W,400813,watered,1,11,11,3,F874_H,3147,F874,253,NA,133,56.2409360064,59.2242133829,-2.9832773765,2327.41617357,6.2978793,270.5953224663
Murony,2013,Mur13W,400814,watered,1,11,11,4,Lo1199_H,3192,Lo1199,268,NA,143,66.243252045,66.243252045,0,4123.5567551357,9.7848407203,237.2912827782
Murony,2013,Mur13W,400815,watered,1,11,11,5,F752_H,3146,F752,263,NA,145,66.243252045,69.2778139489,-3.0345619039,3451.6765285996,8.2192662051,238.1238837704
Murony,2013,Mur13W,400816,watered,1,11,11,6,DE811_H,3109,DE811,275,NA,128,67.7330179755,69.2778139489,-1.5447959734,3585.6457089334,8.7174035509,243.1194897236
Murony,2013,Mur13W,400817,watered,1,11,11,7,Lo1288_H,3206,Lo1288,265,NA,133,67.7330179755,69.2778139489,-1.5447959734,4092.5415518249,10.460884261,255.6085046067
Murony,2013,Mur13W,400818,watered,1,23,11,8,F922_H,3150,F922,265,NA,143,64.8642032369,64.8642032369,0,3451.6765285996,8.2192662051,238.1238837704
Murony,2013,Mur13W,400819,watered,1,23,11,9,W95115_H,3088,W95115,258,NA,120,60.5685845381,64.8642032369,-4.2956186989,2151.799687011,5.0881171746,236.458681786
Murony,2013,Mur13W,400820,watered,1,23,11,10,HMV5405_H,3042,HMV5405,265,NA,140,60.5685845381,63.401277574,-2.8326930359,3332.3158323158,9.3222846136,279.7539333806
Murony,2013,Mur13W,400821,watered,1,23,11,11,Os426_H,3038,Os426,273,NA,175,67.7330179755,69.2778139489,-1.5447959734,2695.1368414783,6.4402042559,238.9564847626
Murony,2013,Mur13W,400822,watered,1,23,11,12,EP77_H,3124,EP77,278,NA,140,60.5685845381,63.401277574,-2.8326930359,3143.7272816583,6.8315978848,217.3088589653
Murony,2013,Mur13W,400823,watered,1,23,11,13,PHJ40_H,3228,PHJ40,245,NA,115,61.9461105814,63.401277574,-1.4551669926,1848.0018480019,4.5543985898,246.4498936924
Murony,2013,Mur13W,400824,watered,1,23,11,14,Lo1124_H,3187,Lo1124,258,NA,105,66.243252045,67.7330179755,-1.4897659305,2777.7777777778,8.326009922,299.7363571935
Murony,2013,Mur13W,400825,watered,1,35,11,15,Lo1282_H,3204,Lo1282,273,NA,130,66.243252045,69.2778139489,-3.0345619039,3627.5094414629,10.3897217831,286.4147413182
Murony,2013,Mur13W,400826,watered,1,35,11,16,F712_H,3057,F712,273,NA,138,64.8642032369,69.2778139489,-4.413610712,3017.1582803162,6.682156681,221.4718639263
Murony,2013,Mur13W,400827,watered,1,35,11,17,F7081_H,3036,F7081,253,NA,155,64.8642032369,69.2778139489,-4.413610712,2325.289089995,5.2660233695,226.4674698795
Murony,2013,Mur13W,400828,watered,1,35,11,18,I267_H,3168,I267,273,NA,160,70.9031411312,74.1427977433,-3.2396566121,2519.118308592,5.9776481492,237.2912827782
Murony,2013,Mur13W,400829,watered,1,35,11,19,PHG35_H,3223,PHG35,268,NA,133,66.243252045,67.7330179755,-1.4897659305,3126.2548041072,7.7567100983,248.1150956768
