Site,year,Experiment,plotID,treatment,Replicate,block,Row,Column,Accession,Code_ID,Variety_ID,plant.height,tassel.height,ear.height,anthesis,silking,anthesis.silking.interval,grain.number,grain.yield,grain.weight
Karlsruhe,2012,Kar12R,401617,rainfed,1,6,3,16,B107_H,3053,B107,255,310,145,69.1249593066,70.6080789845,-1.4831196779,NA,NA,NA
Karlsruhe,2012,Kar12R,401618,rainfed,1,6,3,15,EC140_H,3114,EC140,245,300,140,62.8595758722,64.6808710156,-1.8212951435,3971.5335169881,8.0394117647,202.4258823529
Karlsruhe,2012,Kar12R,401619,rainfed,1,6,3,14,Lo1261_H,3198,Lo1261,265,315,150,69.1249593066,70.6080789845,-1.4831196779,6158.9679567208,13.2329411765,214.8564705882
Karlsruhe,2012,Kar12R,401620,rainfed,1,6,3,13,Oh02_H,3025,Oh02,260,300,175,72.0947386844,73.6032268316,-1.5084881472,4552.4691358025,10.9207843137,239.8870588235
Karlsruhe,2012,Kar12R,401621,rainfed,1,6,3,12,F7019_H,3142,F7019,245,305,155,63.8763017097,64.6808710156,-0.804569306,3892.6681783825,9.9364705882,255.2611764706
Karlsruhe,2012,Kar12R,401622,rainfed,1,6,3,11,W604S_H,3254,W604S,245,310,155,65.5409150764,67.7009590372,-2.1600439608,3885.1351351351,9.4435294118,243.0682352941
Karlsruhe,2012,Kar12R,401623,rainfed,1,6,3,10,PHG80_H,3226,PHG80,270,310,145,65.5409150764,66.5017492524,-0.960834176,4528.6195286195,11.9555555556,264
Karlsruhe,2012,Kar12R,401624,rainfed,1,5,3,9,F918_H,3065,F918,265,305,155,66.5017492524,67.7009590372,-1.1992097848,4306.9127759682,10.64,247.0447058824
Karlsruhe,2012,Kar12R,401625,rainfed,1,5,3,8,EP29_H,3098,EP29,275,315,150,63.8763017097,64.6808710156,-0.804569306,4554.377699254,10.5082352941,230.7282352941
Karlsruhe,2012,Kar12R,401626,rainfed,1,5,3,7,Lo904_H,3210,Lo904,260,305,150,63.8763017097,64.6808710156,-0.804569306,5281.9865319865,11.5656862745,218.9647058824
Karlsruhe,2012,Kar12R,401627,rainfed,1,5,3,6,EZ31_H,3126,EZ31,280,325,155,65.5409150764,66.5017492524,-0.960834176,4409.4794094794,10.7268627451,243.2682352941
Karlsruhe,2012,Kar12R,401628,rainfed,1,5,3,5,Lo1094_H,3182,Lo1094,250,310,145,66.5017492524,67.7009590372,-1.1992097848,5515.1515151515,12.597254902,228.4117647059
Karlsruhe,2012,Kar12R,401629,rainfed,1,5,3,4,HMV5422_H,3037,HMV5422,265,305,145,66.5017492524,64.6808710156,1.8208782367,4770.7558859975,10.7950980392,226.2764705882
Karlsruhe,2012,Kar12R,401630,rainfed,1,5,3,3,B84_H,3009,B84,235,300,140,66.5017492524,67.7009590372,-1.1992097848,5000,11.5129411765,230.2588235294
Karlsruhe,2012,Kar12R,401631,rainfed,1,5,3,2,UH_6179_H,3238,UH_6179,240,300,150,63.8763017097,64.6808710156,-0.804569306,3658.0594679186,8.9466666667,244.5741176471
Karlsruhe,2012,Kar12R,401632,rainfed,1,5,3,1,F354_H,3154,F354,230,275,135,65.5409150764,63.8763017097,1.6646133667,3333.3333333333,7.16,214.8
Karlsruhe,2012,Kar12R,401633,rainfed,1,3,2,1,Lo1087_H,3181,Lo1087,250,305,145,72.0947386844,73.6032268316,-1.5084881472,5949.4195688226,12.4366666667,209.04
Karlsruhe,2012,Kar12R,401634,rainfed,1,3,2,2,A310_H,3008,A310,250,300,165,66.5017492524,67.7009590372,-1.1992097848,2243.5897435897,5.9376470588,264.6494117647
Karlsruhe,2012,Kar12R,401635,rainfed,1,3,2,3,F7081_H,3036,F7081,260,310,160,65.5409150764,66.5017492524,-0.960834176,4304.1334850209,10.578496732,245.7752941176
Karlsruhe,2012,Kar12R,401636,rainfed,1,3,2,4,UH_6102_H,3237,UH_6102,250,300,145,59.5299158723,62.8595758722,-3.3296599998,4228.2897231703,10.5815686275,250.2564705882
Karlsruhe,2012,Kar12R,401637,rainfed,1,3,2,5,F252_H,3153,F252,250,290,150,55.8338140294,57.5901646893,-1.7563506599,2899.5130588756,6.7041176471,231.2152941176
Karlsruhe,2012,Kar12R,401638,rainfed,1,3,2,6,Lo1301_H,3209,Lo1301,245,305,140,65.5409150764,66.5017492524,-0.960834176,5718.5990338164,13.7593529412,240.6070588235
Karlsruhe,2012,Kar12R,401639,rainfed,1,3,2,7,DK4676A_H,3097,DK4676A,250,295,140,61.4081018268,61.4081018268,0,3703.7037037037,9.3823529412,253.3235294118
Karlsruhe,2012,Kar12R,401640,rainfed,1,3,2,8,N6_H,3064,N6,255,300,145,66.5017492524,67.7009590372,-1.1992097848,3387.9781420765,8.631372549,254.7647058824
Karlsruhe,2012,Kar12R,401641,rainfed,1,3,2,9,EZ18_H,3125,EZ18,255,305,150,72.0947386844,73.6032268316,-1.5084881472,4690.0161030596,10.1728104575,216.9035294118
Karlsruhe,2012,Kar12R,401642,rainfed,1,4,2,10,Lo1266_H,3199,Lo1266,250,300,135,67.7009590372,69.1249593066,-1.4240002694,4690.6187624751,12.7729411765,272.3082352941
Karlsruhe,2012,Kar12R,401643,rainfed,1,4,2,11,PHG84_H,3227,PHG84,255,300,150,69.1249593066,70.6080789845,-1.4831196779,5849.0566037736,12.4182352941,212.3117647059
Karlsruhe,2012,Kar12R,401644,rainfed,1,4,2,12,LH39_H,3171,LH39,250,300,145,63.8763017097,62.8595758722,1.0167258375,4161.4648356221,9.568627451,229.9341176471
Karlsruhe,2012,Kar12R,401645,rainfed,1,4,2,13,Wf9_H,3255,Wf9,255,295,145,67.7009590372,70.6080789845,-2.9071199473,4365.0793650794,10.6290196078,243.5011764706
Karlsruhe,2012,Kar12R,401646,rainfed,1,4,2,14,F748_H,3054,F748,235,295,150,67.7009590372,69.1249593066,-1.4240002694,4187.091503268,9.4326797386,225.28
Karlsruhe,2012,Kar12R,401647,rainfed,1,4,2,15,UH250_H,3026,UH250,230,290,135,61.4081018268,61.4081018268,0,3292.1810699589,8.7769934641,266.6011764706
Karlsruhe,2012,Kar12R,401648,rainfed,1,4,2,16,EC151_H,3115,EC151,240,295,145,66.5017492524,69.1249593066,-2.6232100542,3662.5514403292,8.1786928105,223.3058823529
Karlsruhe,2012,Kar12R,401649,rainfed,1,4,2,17,B37_H,3085,B37,250,310,150,67.7009590372,70.6080789845,-2.9071199473,4900.7936507937,10.9777777778,224
Karlsruhe,2012,Kar12R,401650,rainfed,1,4,2,18,F7058_H,3143,F7058,260,310,150,63.8763017097,64.6808710156,-0.804569306,3150.2767134951,7.1581699346,227.2235294118
Karlsruhe,2012,Kar12R,401651,rainfed,2,3,2,19,B73_H_check,3901,B73,256,309,148,63.8763017097,64.6808710156,-0.804569306,5061.2890470542,11.9968627451,237.0317647059
Karlsruhe,2012,Kar12R,401652,rainfed,2,3,2,20,Lo1095_H,3183,Lo1095,250,305,140,66.5017492524,69.1249593066,-2.6232100542,5243.8577191052,12.748496732,243.1129411765
Karlsruhe,2012,Kar12R,401653,rainfed,2,3,2,21,EP52_H,3014,EP52,260,305,140,67.7009590372,69.1249593066,-1.4240002694,5197.1326164875,11.7876470588,226.8105882353
Karlsruhe,2012,Kar12R,401654,rainfed,2,3,2,22,IDT_H,3169,IDT,250,300,140,69.1249593066,70.6080789845,-1.4831196779,3842.3153692615,10.3421568627,269.1647058824
Karlsruhe,2012,Kar12R,401655,rainfed,2,3,2,23,EP10_H,3092,EP10,240,295,135,65.5409150764,66.5017492524,-0.960834176,3406.3260340633,7.8619607843,230.8047058824
Karlsruhe,2012,Kar12R,401656,rainfed,2,3,2,24,EP51_H,3076,EP51,245,295,140,63.8763017097,64.6808710156,-0.804569306,4306.9127759682,NA,NA
Karlsruhe,2012,Kar12R,401657,rainfed,2,3,2,25,PHJ40_H,3228,PHJ40,250,280,135,63.8763017097,64.6808710156,-0.804569306,3859.0604026846,9.9441176471,257.6823529412
Karlsruhe,2012,Kar12R,401658,rainfed,2,3,2,26,EZ38_H,3129,EZ38,265,320,150,64.6808710156,69.1249593066,-4.4440882909,4408.014571949,10.9295424837,247.9470588235
Karlsruhe,2012,Kar12R,401659,rainfed,2,3,2,27,UH_P089_H,3032,UH_P089,260,295,135,63.8763017097,65.5409150764,-1.6646133667,3656.5656565657,8.4821568627,231.9705882353
Karlsruhe,2012,Kar12R,401660,rainfed,2,4,2,28,Lo1273_H,3201,Lo1273,240,295,140,67.7009590372,69.1249593066,-1.4240002694,4566.7026249551,11.6873202614,255.9247058824
Karlsruhe,2012,Kar12R,401661,rainfed,2,4,2,29,HMV5409_H,3159,HMV5409,225,275,140,63.8763017097,62.8595758722,1.0167258375,3658.1196581197,9.7488888889,266.5
Karlsruhe,2012,Kar12R,401662,rainfed,2,4,2,30,DKIBO2_H,3112,DKIBO2,255,305,155,60.4198781532,62.8595758722,-2.439697719,4153.8461538462,11.9752941176,288.2941176471
Karlsruhe,2012,Kar12R,401663,rainfed,2,4,2,31,NS701_H,3218,NS701,260,310,155,65.5409150764,64.6808710156,0.8600440607,4928.0177187154,12.6694117647,257.0894117647
Karlsruhe,2012,Kar12R,401664,rainfed,2,4,2,32,W602S_H,3063,W602S,225,275,130,61.4081018268,64.6808710156,-3.2727691889,4115.2263374486,8.9411764706,217.2705882353
Karlsruhe,2012,Kar12R,401665,rainfed,2,4,2,33,EC334_H,3119,EC334,255,300,140,65.5409150764,64.6808710156,0.8600440607,4110.3603603604,10.3774509804,252.4705882353
Karlsruhe,2012,Kar12R,401666,rainfed,2,4,2,34,CO109_H,3050,CO109,245,300,155,62.8595758722,64.6808710156,-1.8212951435,3554.7785547786,8.7074509804,244.9505882353
Karlsruhe,2012,Kar12R,401667,rainfed,2,4,2,35,UH_S018_H,3247,UH_S018,240,290,135,63.8763017097,64.6808710156,-0.804569306,5139.4090719933,11.6558169935,226.7929411765
Karlsruhe,2012,Kar12R,401668,rainfed,2,4,2,36,W64A_H,3004,W64A,225,275,130,63.8763017097,64.6808710156,-0.804569306,3647.7987421384,7.9380392157,217.6117647059
Karlsruhe,2012,Kar12R,401669,rainfed,2,2,1,36,Lo1251_H,3196,Lo1251,225,305,150,72.0947386844,73.6032268316,-1.5084881472,6066.1764705882,13.2776470588,218.88
Karlsruhe,2012,Kar12R,401670,rainfed,2,2,1,35,F354_H,3154,F354,220,270,130,64.6808710156,62.8595758722,1.8212951435,2766.9693039343,6.0569934641,218.9035294118
Karlsruhe,2012,Kar12R,401671,rainfed,2,2,1,34,F7019_H,3142,F7019,235,290,125,63.8763017097,62.8595758722,1.0167258375,4125.4125412541,10.8529411765,263.0752941176
Karlsruhe,2012,Kar12R,401672,rainfed,2,2,1,33,UH_P074_H,3242,UH_P074,230,290,150,59.5299158723,60.4198781532,-0.8899622809,3554.8410146481,9.5858169935,269.6552941176
Karlsruhe,2012,Kar12R,401673,rainfed,2,2,1,32,B97_H,3027,B97,250,310,155,63.8763017097,64.6808710156,-0.804569306,4162.3127830024,11.1533333333,267.96
Karlsruhe,2012,Kar12R,401674,rainfed,2,2,1,31,W23_H,3045,W23,265,320,160,65.5409150764,64.6808710156,0.8600440607,4365.0793650794,9.2658823529,212.2729411765
Karlsruhe,2012,Kar12R,401675,rainfed,2,2,1,30,CR1Ht_H,3107,CR1Ht,245,305,150,60.4198781532,62.8595758722,-2.439697719,3799.159984727,9.6508496732,254.0258823529
Karlsruhe,2012,Kar12R,401676,rainfed,2,2,1,29,N192_H,3213,N192,240,295,145,63.8763017097,64.6808710156,-0.804569306,4097.2222222222,11.1830065359,272.9411764706
Karlsruhe,2012,Kar12R,401677,rainfed,2,2,1,28,HMV5325_H,3058,HMV5325,270,320,155,63.8763017097,64.6808710156,-0.804569306,3971.1934156379,9.4229411765,237.2823529412
Karlsruhe,2012,Kar12R,401678,rainfed,2,1,1,27,Lo1223_H,3194,Lo1223,255,305,150,65.5409150764,66.5017492524,-0.960834176,4899.9309868875,12.9563398693,264.4188235294
Karlsruhe,2012,Kar12R,401679,rainfed,2,1,1,26,F608_H,3140,F608,250,305,135,64.6808710156,64.6808710156,0,4366.4717348928,10.5850980392,242.4176470588
Karlsruhe,2012,Kar12R,401680,rainfed,2,1,1,25,F218_H,3152,F218,230,280,130,61.4081018268,62.8595758722,-1.4514740454,2771.9638242894,8.1893594771,295.4352941176
Karlsruhe,2012,Kar12R,401681,rainfed,2,1,1,24,F924_H,3043,F924,265,305,160,65.5409150764,64.6808710156,0.8600440607,4588.5475919606,11.0244444444,240.26
Karlsruhe,2012,Kar12R,401682,rainfed,2,1,1,23,UH_P060_H,3240,UH_P060,240,285,135,62.8595758722,62.8595758722,0,3482.0031298905,8.6556862745,248.5835294118
Karlsruhe,2012,Kar12R,401683,rainfed,2,1,1,22,Mo15W_H,3211,Mo15W,245,295,150,72.0947386844,73.6032268316,-1.5084881472,3663.5318704284,9.2668392157,252.9482352941
Karlsruhe,2012,Kar12R,401684,rainfed,2,1,1,21,B110_H,3105,B110,245,305,135,66.5017492524,69.1249593066,-2.6232100542,5057.4712643678,11.44,226.2
Karlsruhe,2012,Kar12R,401685,rainfed,2,1,1,20,Oh02_H,3025,Oh02,265,310,170,69.1249593066,70.6080789845,-1.4831196779,4019.2926045016,10.5441176471,262.3376470588
Karlsruhe,2012,Kar12R,401686,rainfed,2,1,1,19,EC136_H,3087,EC136,245,305,130,61.4081018268,62.8595758722,-1.4514740454,3150.6338553318,8.0413071895,255.2282352941
Karlsruhe,2012,Kar12R,401687,rainfed,1,2,1,18,ML606_H,3080,ML606,240,295,125,63.8763017097,65.5409150764,-1.6646133667,3973.2770745429,10.2807843137,258.7482352941
Karlsruhe,2012,Kar12R,401688,rainfed,1,2,1,17,Lo1223_H,3194,Lo1223,265,320,150,66.5017492524,67.7009590372,-1.1992097848,5459.1049382716,12.8922222222,236.16
Karlsruhe,2012,Kar12R,401689,rainfed,1,2,1,16,I242_H,3166,I242,270,305,170,69.1249593066,70.6080789845,-1.4831196779,3835.6569497254,8.4262614379,219.6823529412
Karlsruhe,2012,Kar12R,401690,rainfed,1,2,1,15,F05101_H,3138,F05101,255,320,140,63.8763017097,63.8763017097,0,4419.9860237596,11.9554901961,270.4870588235
Karlsruhe,2012,Kar12R,401691,rainfed,1,2,1,14,UH304_H,3250,UH304,260,305,160,63.8763017097,64.6808710156,-0.804569306,4013.4440490312,9.7121568627,241.9905882353
Karlsruhe,2012,Kar12R,401692,rainfed,1,2,1,13,F7025_H,3049,F7025,260,310,150,64.6808710156,64.6808710156,0,3853.6776212833,9.1160784314,236.5552941176
Karlsruhe,2012,Kar12R,401693,rainfed,1,2,1,12,EZ37_H,3021,EZ37,260,315,145,65.5409150764,66.5017492524,-0.960834176,4390.9889270714,10.7633986928,245.1247058824
Karlsruhe,2012,Kar12R,401694,rainfed,1,2,1,11,FR697_H,3222,FR697,255,315,140,63.8763017097,64.6808710156,-0.804569306,4357.6388888889,11.5656862745,265.4117647059
Karlsruhe,2012,Kar12R,401695,rainfed,1,2,1,10,DK78010_H,3110,DK78010,250,295,150,64.6808710156,62.8595758722,1.8212951435,3643.2575008243,10.6888888889,293.3882352941
Karlsruhe,2012,Kar12R,401696,rainfed,1,1,1,9,F04701_H,3136,F04701,265,315,160,63.8763017097,64.6808710156,-0.804569306,4834.3079922027,11.7192156863,242.4176470588
Karlsruhe,2012,Kar12R,401697,rainfed,1,1,1,8,W9_H,3047,W9,245,290,145,59.5299158723,60.4198781532,-0.8899622809,3908.6517347387,8.6673202614,221.7470588235
Karlsruhe,2012,Kar12R,401698,rainfed,1,1,1,7,B100_H,3019,B100,245,290,150,63.8763017097,64.6808710156,-0.804569306,3607.5036075036,9.4509803922,261.9811764706
Karlsruhe,2012,Kar12R,401699,rainfed,1,1,1,6,Lo1199_H,3192,Lo1199,275,315,150,67.7009590372,66.5017492524,1.1992097848,5691.0569105691,13.931372549,244.7941176471
Karlsruhe,2012,Kar12R,401700,rainfed,1,1,1,5,EP55_H,3078,EP55,245,290,150,63.8763017097,64.6808710156,-0.804569306,3333.3333333333,7.2392156863,217.1764705882
Karlsruhe,2012,Kar12R,401701,rainfed,1,1,1,4,P465P_H,3220,P465P,275,320,160,63.8763017097,64.6808710156,-0.804569306,4464.6464646465,9.9377777778,222.5882352941
Karlsruhe,2012,Kar12R,401702,rainfed,1,1,1,3,I233_H,3164,I233,275,315,160,73.6032268316,75.0125186806,-1.409291849,4855.9670781893,10.3963398693,214.0941176471
Karlsruhe,2012,Kar12R,401703,rainfed,1,1,1,2,UH_S020_H,3248,UH_S020,265,310,155,67.7009590372,66.5017492524,1.1992097848,4931.0938845823,10.7166013072,217.3270588235
Karlsruhe,2012,Kar12R,401704,rainfed,1,1,1,1,D09_H,3108,D09,235,290,130,59.5299158723,62.8595758722,-3.3296599998,2903.399668325,6.9297660131,238.6776470588
Karlsruhe,2012,Kar12R,401705,rainfed,3,27,14,37,Lo1253_H,3197,Lo1253,285,325,160,69.1249593066,70.6080789845,-1.4831196779,5273.5314932767,13.8315424837,262.2823529412
Karlsruhe,2012,Kar12R,401706,rainfed,3,27,14,38,F922_H,3150,F922,255,305,145,64.6808710156,63.8763017097,0.804569306,3437.2501998401,8.3414379085,242.6776470588
Karlsruhe,2012,Kar12R,401707,rainfed,3,27,14,39,B105_H,3012,B105,240,295,135,66.5017492524,67.7009590372,-1.1992097848,3954.802259887,9.3058823529,235.3058823529
Karlsruhe,2012,Kar12R,401708,rainfed,3,27,14,40,EP72_H,3123,EP72,250,290,150,64.6808710156,67.7009590372,-3.0200880215,3251.5073212748,7.1354901961,219.4517647059
Karlsruhe,2012,Kar12R,401709,rainfed,3,27,14,41,B104_H,3029,B104,245,300,150,66.5017492524,69.1249593066,-2.6232100542,7305.5555555556,11.8092156863,161.6470588235
Karlsruhe,2012,Kar12R,401710,rainfed,3,27,14,42,NS701_H,3218,NS701,270,310,150,65.5409150764,64.6808710156,0.8600440607,4200.5420054201,11.7516339869,279.7647058824
Karlsruhe,2012,Kar12R,401711,rainfed,3,27,14,43,B110_H,3105,B110,255,295,145,66.5017492524,69.1249593066,-2.6232100542,4960.3174603175,12.0784313725,243.5011764706
Karlsruhe,2012,Kar12R,401712,rainfed,3,27,14,44,SGI061_H,3256,SGI061,250,300,145,66.5017492524,65.5409150764,0.960834176,4664.1791044776,11.0735294118,237.4164705882
Karlsruhe,2012,Kar12R,401713,rainfed,3,27,14,45,B98_H,3079,B98,265,315,140,65.5409150764,64.6808710156,0.8600440607,4380.3418803419,9.4058823529,214.7294117647
Karlsruhe,2012,Kar12R,401714,rainfed,3,28,14,46,Lo1301_H,3209,Lo1301,240,290,135,65.5409150764,66.5017492524,-0.960834176,4675.1809280545,10.2929333333,220.1611764706
Karlsruhe,2012,Kar12R,401715,rainfed,3,28,14,47,Oh43_H,3003,Oh43,255,305,155,63.8763017097,64.6808710156,-0.804569306,3769.1401648999,9.0854901961,241.0494117647
Karlsruhe,2012,Kar12R,401716,rainfed,3,28,14,48,IDT_H,3169,IDT,250,300,140,69.1249593066,70.6080789845,-1.4831196779,3693.1818181818,10.7364705882,290.7105882353
Karlsruhe,2012,Kar12R,401717,rainfed,3,28,14,49,EZ34_H,3048,EZ34,235,290,140,61.4081018268,62.8595758722,-1.4514740454,3981.4814814815,10.2441176471,257.2941176471
Karlsruhe,2012,Kar12R,401718,rainfed,3,28,14,50,Lo1130_H,3188,Lo1130,250,300,135,69.1249593066,70.6080789845,-1.4831196779,6132.2568242984,14.6364705882,238.68
Karlsruhe,2012,Kar12R,401719,rainfed,3,28,14,51,MS71_H,3096,MS71,250,300,140,63.8763017097,64.6808710156,-0.804569306,3948.5766758494,8.420130719,213.2447058824
Karlsruhe,2012,Kar12R,401720,rainfed,3,28,14,52,UH_S018_H,3247,UH_S018,250,310,145,65.5409150764,66.5017492524,-0.960834176,4155.1882460973,8.6714379085,208.6894117647
Karlsruhe,2012,Kar12R,401721,rainfed,3,28,14,53,F7019_H,3142,F7019,240,295,150,64.6808710156,64.6808710156,0,4274.9529190207,11.1274509804,260.2941176471
Karlsruhe,2012,Kar12R,401723,rainfed,3,26,13,54,HMV5422_H,3037,HMV5422,270,315,135,65.5409150764,66.5017492524,-0.960834176,4871.4759535655,11.0741830065,227.3270588235
Karlsruhe,2012,Kar12R,401724,rainfed,3,26,13,53,EZ11A_H,3020,EZ11A,250,305,160,69.1249593066,70.6080789845,-1.4831196779,4222.2222222222,10.0588235294,238.2352941176
Karlsruhe,2012,Kar12R,401725,rainfed,3,26,13,52,HMV5347_H,3158,HMV5347,245,295,130,64.6808710156,65.5409150764,-0.8600440607,3470.1857282502,10.162745098,292.8588235294
Karlsruhe,2012,Kar12R,401726,rainfed,3,26,13,51,DKMBST_H,3113,DKMBST,245,300,125,64.6808710156,65.5409150764,-0.8600440607,6269.5225345828,12.8562091503,205.0588235294
Karlsruhe,2012,Kar12R,401727,rainfed,3,26,13,50,UH_2500_H,3236,UH_2500,245,295,140,63.8763017097,64.6808710156,-0.804569306,3865.8474142345,7.4809150327,193.5129411765
Karlsruhe,2012,Kar12R,401728,rainfed,3,26,13,49,PHG80_H,3226,PHG80,250,300,140,65.5409150764,64.6808710156,0.8600440607,4722.2222222222,12.9955555556,275.2
Karlsruhe,2012,Kar12R,401729,rainfed,3,26,13,48,W153R_H,3131,W153R,235,285,150,60.4198781532,61.4081018268,-0.9882236736,3348.2977927422,NA,NA
Karlsruhe,2012,Kar12R,401730,rainfed,3,26,13,47,Lo1035_H,3177,Lo1035,240,300,150,69.1249593066,72.0947386844,-2.9697793778,4940.2823018458,11.7943137255,238.7376470588
Karlsruhe,2012,Kar12R,401731,rainfed,3,26,13,46,EC136_H,3087,EC136,235,290,135,61.4081018268,62.8595758722,-1.4514740454,3535.3535353535,9.3132026144,263.4305882353
Karlsruhe,2012,Kar12R,401732,rainfed,3,25,13,45,EP67_H,3122,EP67,230,280,140,62.8595758722,64.6808710156,-1.8212951435,3127.5720164609,7.3118954248,233.7882352941
Karlsruhe,2012,Kar12R,401733,rainfed,3,25,13,44,Lo1251_H,3196,Lo1251,260,305,150,69.1249593066,70.6080789845,-1.4831196779,5877.052310042,14.3256261438,243.7552941176
Karlsruhe,2012,Kar12R,401734,rainfed,3,25,13,43,EP55_H,3078,EP55,240,295,160,62.8595758722,64.6808710156,-1.8212951435,3026.5339966833,6.9469281046,229.5341176471
Karlsruhe,2012,Kar12R,401735,rainfed,3,25,13,42,B109_H,3104,B109,260,310,145,63.8763017097,64.6808710156,-0.804569306,5425.0559284116,13.218627451,243.6588235294
Karlsruhe,2012,Kar12R,401736,rainfed,3,25,13,41,F908_H,3149,F908,235,295,150,60.4198781532,61.4081018268,-0.9882236736,3544.4046196734,8.5277124183,240.5964705882
Karlsruhe,2012,Kar12R,401737,rainfed,3,25,13,40,DK78371A_H,3056,DK78371A,255,310,150,65.5409150764,66.5017492524,-0.960834176,4348.498916744,12.7276470588,292.6905882353
Karlsruhe,2012,Kar12R,401738,rainfed,3,25,13,39,Wf9_H,3255,Wf9,250,305,135,64.6808710156,66.5017492524,-1.8208782367,3401.3605442177,8.5176470588,250.4188235294
Karlsruhe,2012,Kar12R,401739,rainfed,3,25,13,38,F912_H,3011,F912,230,285,140,63.8763017097,64.6808710156,-0.804569306,3913.7075219549,9.7676470588,249.5752941176
Karlsruhe,2012,Kar12R,401740,rainfed,3,25,13,37,NQ508_H,3217,NQ508,265,310,150,65.5409150764,67.7009590372,-2.1600439608,4185.9567901235,10.2117647059,243.9529411765
Karlsruhe,2012,Kar12R,401741,rainfed,3,23,12,37,PHH93_H,3077,PHH93,255,310,140,63.8763017097,65.5409150764,-1.6646133667,3959.595959596,9.3388235294,235.8529411765
Karlsruhe,2012,Kar12R,401742,rainfed,3,23,12,38,EP2008-22_H,3121,EP2008-22,250,280,125,61.4081018268,62.8595758722,-1.4514740454,2741.7027417027,7.0933333333,258.72
Karlsruhe,2012,Kar12R,401743,rainfed,3,23,12,39,F888_H,3148,F888,255,300,150,65.5409150764,64.6808710156,0.8600440607,4499.3662864385,10.162745098,225.8705882353
Karlsruhe,2012,Kar12R,401744,rainfed,3,23,12,40,Lo1242_H,3195,Lo1242,245,300,150,64.6808710156,66.5017492524,-1.8208782367,4592.5925925926,11.7192156863,255.1764705882
Karlsruhe,2012,Kar12R,401745,rainfed,3,23,12,41,W604S_H,3254,W604S,250,305,165,63.8763017097,64.6808710156,-0.804569306,3276.3532763533,8.5866666667,262.08
Karlsruhe,2012,Kar12R,401747,rainfed,3,23,12,43,PHG86_H,3055,PHG86,210,260,145,65.5409150764,66.5017492524,-0.960834176,4002.9928918818,10.0146405229,250.1788235294
Karlsruhe,2012,Kar12R,401748,rainfed,3,23,12,44,F894_H,3010,F894,265,310,145,67.7009590372,70.6080789845,-2.9071199473,4180.9851088202,10.191372549,243.7552941176
Karlsruhe,2012,Kar12R,401749,rainfed,3,23,12,45,NK807_H,3216,NK807,245,295,150,61.4081018268,60.4198781532,0.9882236736,3571.4285714286,9.0670588235,253.8776470588
Karlsruhe,2012,Kar12R,401750,rainfed,3,24,12,46,F7081_H,3036,F7081,250,305,170,63.8763017097,64.6808710156,-0.804569306,NA,NA,NA
Karlsruhe,2012,Kar12R,401751,rainfed,3,24,12,47,DKIBO2_H,3112,DKIBO2,260,305,145,61.4081018268,62.8595758722,-1.4514740454,3546.4709993012,9.8979084967,279.0917647059
Karlsruhe,2012,Kar12R,401752,rainfed,3,24,12,48,Lo1026_H,3176,Lo1026,265,310,160,65.5409150764,66.5017492524,-0.960834176,5249.0421455939,12.5359477124,238.8235294118
